Source,Target,Tweet Type
ata27861486,astrogaminguk,reply
lphk157,threeuk,reply
hyneko_,nvidiageforcefr,reply
boodlebugsmumma,boohooman,reply
rhmehdi_,nvidiageforcefr,reply
jkirkpatrick529,zestythomas,reply
xxcrash97xx,callofdutyuk,reply
lauracomper,boohooman,reply
loguidu47,callofdutyfr,reply
pixidroid17,kontrolfreekes,reply
mdefreitas2,ktwills84,reply
willysenseifgo,callofdutyuk,reply
bigboiflips,astrogaming,reply
exfuriytb,callofdutyfr,reply
traorista,callofdutyfr,reply
rpm3vg,callofdutyes,reply
hagard57,nvidiageforcefr,reply
sulliva90033198,scuffrance,reply
christmarsjones,kontrolfreek,reply
joeykdavis,callofdutyuk,reply
fc722,kontrolfreek,reply
jean_brb_,nvidiageforcefr,reply
grumsgrums,callofdutyfr,reply
jm95_yt,callofdutyuk,reply
phoenx13,nvidiageforcefr,reply
son_of_wild,callofdutyuk,reply
timhxtch,callofdutyuk,reply
sparadra77,nvidiageforcefr,reply
mrtibi2000,callofdutyuk,reply
st3ner,callofdutyfr,reply
flowteurs,nvidiageforcefr,reply
tamaradecastro,callofdutyes,reply
alcasenapepe,kontrolfreekes,reply
mariofan48,astrogaming,reply
antoinescogn,callofdutyfr,reply
rezartilo1603,nvidiageforcefr,reply
thomassaintp1,nvidiageforcefr,reply
julianpass83700,scuffrance,reply
_mynameisshane,callofdutyuk,reply
morvaned,scuffrance,reply
duanoc_,nvidiageforcefr,reply
george_smith18,astrogaminguk,reply
cutesoleil,nvidiageforcefr,reply
x9monster,scuffrance,reply
lauracomper,nvidiageforceuk,reply
mariofan48,kontrolfreek,reply
savva2,callofdutyuk,reply
nbaer_martiflux,nvidiageforcefr,reply
delacroc95,astrogaming,reply
zecrox_,callofdutyfr,reply
kayleefuhr,callofdutyuk,reply
modolamathieu,astrogamingfr,reply
beanbois69,nvidiageforceuk,reply
le__sage,scuffrance,reply
wwalker00,kontrolfreek,reply
elvhnm,callofdutyuk,reply
dasu_yt,callofdutyde,reply
nicopazdy,callofdutyfr,reply
tank94,callofdutyuk,reply
mariofan48,nvidiageforceuk,reply
elvhnm,callofdutyfr,reply
hypermaurice007,nvidiageforcefr,reply
skyshift973,nvidiageforcefr,reply
garystarostka,kontrolfreek,reply
jstjonathan12,callofdutyuk,reply
dznja,callofdutyuk,reply
shepshepard76,kontrolfreek,reply
cbarnes98,callofdutyuk,reply
adventurenow17,callofdutyuk,reply
gabriel_lagos28,kontrolfreekes,reply
esad55021,nvidiageforcefr,reply
fxckyehriss,callofdutyuk,reply
destiny05031,callofdutyuk,reply
albaaan34,nvidiageforcefr,reply
drkvrx,callofdutyuk,reply
lolokomofficiel,callofdutyfr,reply
queensandy_cfc,threeuk,reply
martohhh,scuffrance,reply
sgxxsp3ctre,callofdutyuk,reply
felixcoroller,pegazed,reply
jkirkpatrick529,kontrolfreek,reply
mariofan48,boohooman,reply
lewisrh13,threeuk,reply
levraifabio,nvidiageforcefr,reply
grind_mana,nvidiageforcefr,reply
le__sage,nvidiageforcefr,reply
neverjokeflo,astrogamingfr,reply
imrlty_,nvidiageforcefr,reply
javicci_,callofdutyuk,reply
overtekkk,nvidiageforcefr,reply
lil_titep,nvidiageforcefr,reply
modolamathieu,callofdutyfr,reply
dj_diablito1,nvidiageforcees,reply
ljb150192,poppetemiiex,reply
chankoischunky,astrogaming,reply
roger12707840,kontrolfreekes,reply
sgxxsp3ctre,nvidiageforceuk,reply
tangwar2,callofdutyfr,reply
raylittle91,callofdutyuk,reply
16shawtyy,callofdutyuk,reply
glenjfx,threeuk,reply
the_chiggy,callofdutyuk,reply
elkpone1,nvidiageforcees,reply
str8t_kay,callofdutyuk,reply
deniz23k,callofdutyde,reply
beast_246,callofdutyuk,reply
peter_ujo,callofdutyes,reply
karmaflyy,callofdutyes,reply
x_weedmann,astrogamingfr,reply
jorgeluismg20,callofdutyes,reply
snuxor_,astrogamingfr,reply
catsanesss,callofdutyuk,reply
rul_cobain,callofdutyes,reply
ginsterman,callofdutyuk,reply
ribio_,callofdutyfr,reply
kelpylogan,papajohnsuk,reply
lauratavares7,callofdutyes,reply
twickedjuggalo,callofdutyuk,reply
_ophelia_payne,kontrolfreek,reply
adamborder_,nvidiageforcefr,reply
entervene,callofdutyuk,reply
_shottz,callofdutyuk,reply
lech_atnoir,callofdutyfr,reply
nowey_y,callofdutyfr,reply
itzjmar,callofdutyuk,reply
katsukuri1,callofdutyfr,reply
connorhoward96,callofdutyuk,reply
dr_hinfectos,nvidiageforcees,reply
yohannbanane,callofdutyfr,reply
juanfra284,mrxsoki,reply
beast_246,nvidiageforceuk,reply
owen_carrol,callofdutyuk,reply
pepapopulos,nvidiageforcefr,reply
luizalizzard,callofdutyuk,reply
flukercc,callofdutyuk,reply
davidivot20,mrxsoki,reply
fanfavorite84,kontrolfreek,reply
realgingerr,astrogaminguk,reply
jodieevanity,callofdutyuk,reply
yann_db,scuffrance,reply
marlenevanas,callofdutyfr,reply
byxpiquerasyt,callofdutyes,reply
harpenho,callofdutyuk,reply
kazorr_,nvidiageforcefr,reply
johnliddle21,callofdutyuk,reply
melleuchi,callofdutyfr,reply
christ2705,nvidiageforcefr,reply
dale_gano,nvidiageforcees,reply
brokengearz,callofdutyuk,reply
adriaavellaneda,callofdutyes,reply
stix010_,callofdutyuk,reply
afkbtw,callofdutyuk,reply
rigotsimon,scuffrance,reply
xx_intox_xx,nvidiageforcefr,reply
gamma231,nvidiageforceuk,reply
une_brindille,nvidiageforcefr,reply
tellallheshere,callofdutyuk,reply
nepsay_,nvidiageforcefr,reply
millerheath14,callofdutyuk,reply
agwarzox,scuffrance,reply
imrisotto,callofdutyes,reply
bulbi143,nvidiageforcefr,reply
williamhelsing1,behzinga,reply
chasehicks_,callofdutyuk,reply
len_ic,callofdutyuk,reply
ayuwokig,nvidiageforcefr,reply
louisehatt,astrogaminguk,reply
darkaarryy,callofdutyes,reply
rkzftn,callofdutyuk,reply
callumrowlands3,callofdutyuk,reply
gangsta382,callofdutyuk,reply
mattthomassznn,callofdutyuk,reply
rancickristijan,threeuk,reply
venway_y,callofdutyuk,reply
jr0fficiai,callofdutyuk,reply
solozzzo,callofdutyes,reply
nayfm8,boohooman,reply
nini121083,nvidiageforcefr,reply
miniapplekoala,nvidiageforceuk,reply
lukebishop16,callofdutyuk,reply
qu4ife,callofdutyuk,reply
chrisy1995,astrogaminguk,reply
dezmanian10,callofdutyuk,reply
loopingdu14,nvidiageforcefr,reply
phdglitcher,callofdutyfr,reply
gffmac,callofdutyuk,reply
ninjamoz,callofdutyuk,reply
darrenb162,callofdutyuk,reply
igglesonly,kontrolfreek,reply
steveniwan97,callofdutyuk,reply
prince_bolicob,callofdutyuk,reply
im_dropper,scuffrance,reply
husshus05388740,callofdutyfr,reply
crampo09,astrogaminguk,reply
liamdarcyerith,callofdutyuk,reply
okcuyler,callofdutyuk,reply
xyirude,nvidiageforcefr,reply
theisaac19,kontrolfreekes,reply
raul_rhr,callofdutyes,reply
itsbrimbram,callofdutyuk,reply
loicjl250,scuffrance,reply
pischki,nvidiageforcede,reply
nt_breen,callofdutyuk,reply
linkip14,callofdutyes,reply
kazweedon,astrogaminguk,reply
bylal_57,callofdutyfr,reply
luzlegend,nvidiageforcefr,reply
fireballchaney,callofdutyuk,reply
beylervic,callofdutyfr,reply
dylantuloooo,noahj456,reply
jl_mxhdii,scuffrance,reply
shadyxflower,threeuk,reply
perezwilmer05,callofdutyes,reply
decisionnogoal,callofdutyuk,reply
tolin831,callofdutyuk,reply
maliksam16,callofdutyuk,reply
theversusmac,callofdutyes,reply
faitheee5,callofdutyuk,reply
peter_ujo,hectorcienfuegs,reply
lovespeii_,callofdutyuk,reply
poncemiguel6994,milfhunter2121,reply
keanureeviere,callofdutyfr,reply
strabexoficial,callofdutyes,reply
_mystyk_,scuffrance,reply
lilian_fouet,callofdutyfr,reply
uglyguyfromada1,nvidiageforcefr,reply
matrexn3,nvidiageforcede,reply
kazweedon,callofdutyuk,reply
rikosaikava,nvidiageforcede,reply
idkpal,astrogaminguk,reply
trebeast97,therealkree1k,reply
str8sadness,callofdutyuk,reply
oceanofgold,callofdutyuk,reply
satzui_,callofdutyfr,reply
otphyaal,callofdutyfr,reply
cedriccorthals,nvidiageforcefr,reply
dongerjoe13,callofdutyuk,reply
simon28922048,astrogaminguk,reply
uhh_tweakin,callofdutyuk,reply
wengwen42940062,nvidiageforcefr,reply
mortality34,kontrolfreek,reply
uksuthegamer,nvidiageforceuk,reply
eloyfdez_,callofdutyes,reply
itsumi456,threeuk,reply
imaddaoudi5,nvidiageforcefr,reply
lilian_fouet,nvidiageforcefr,reply
realexxxx,nvidiageforcefr,reply
dasemo666,nvidiageforcees,reply
rodriguez_farto,nvidiageforcefr,reply
virtualmex221,astrogaming,reply
tankgmx,faitheee5,reply
walthaari,astrogaming,reply
shikari5416,callofdutyfr,reply
shark_0200,callofdutyfr,reply
meskehan1,threeuk,reply
cedriccorthals,scuffrance,reply
asubtletesticle,callofdutyuk,reply
meastusx,callofdutyde,reply
soneryavas06,callofdutyuk,reply
truebloodps4,callofdutyuk,reply
iscoblanco23,callofdutyuk,reply
alvaritogomez77,callofdutyes,reply
mr_stobs,callofdutyuk,reply
vekslor,kontrolfreek,reply
justsayin504,callofdutyuk,reply
inoneedname2,threeuk,reply
0dumbledor,nvidiageforcede,reply
goldyycs,callofdutyuk,reply
ethan_lounsbury,callofdutyuk,reply
shawneenation7,astrogaming,reply
mr_bluskie,callofdutyuk,reply
ages_cinos2012,nvidiageforcede,reply
matrexn3,nvidiageforcede,reply
kenan_io,scuffrance,reply
imzuey,nvidiageforcefr,reply
yeraymoreno21,nvidiageforcees,reply
jonathanafk,jackedfatnick,reply
kaiconutty,callofdutyuk,reply
olwxns,nvidiageforcefr,reply
lilian_fouet,scuffrance,reply
chique_scott,chris23539727,reply
xrfuzion,callofdutyfr,reply
itsdukkeys,threeuk,reply
mickaelportos,scuffrance,reply
hellysio,nvidiageforcefr,reply
dannymon32,callofdutyuk,reply
jackwiilder,callofdutyes,reply
justjbroo,callofdutyuk,reply
thatch586,callofdutyuk,reply
gamerchris50822,nvidiageforceuk,reply
trae_martin1,callofdutyuk,reply
shyhopefire,astrogaminguk,reply
mxtt_wood_,callofdutyuk,reply
hydrosaure,nvidiageforcefr,reply
izeak_,callofdutyfr,reply
sithzelion,callofdutyuk,reply
dmarctoi,nvidiageforcefr,reply
floriangrizi,callofdutyfr,reply
perezwilmer05,mrxsoki,reply
idkpal,callofdutyuk,reply
jgreene318,callofdutyuk,reply
currinho_,callofdutyes,reply
wittmannevan,nvidiageforcefr,reply
enrique_martin0,callofdutyuk,reply
mark_bryant17,milfhunter2121,reply
dav_onizuka,callofdutyfr,reply
mcflysp91,kontrolfreek,reply
shyhopefire,callofdutyuk,reply
robbiefield4,callofdutyuk,reply
swuuubbble,callofdutyfr,reply
itsumi456,papajohnsuk,reply
lee16qpr,callofdutyuk,reply
nolanwagaert,scuffrance,reply
shinichi_kudo66,callofdutyuk,reply
elbartos007,nvidiageforcefr,reply
foggywomp,callofdutyuk,reply
sithsym,callofdutyuk,reply
pie_ben,callofdutyfr,reply
officialguye,callofdutyuk,reply
thundyman,nvidiageforcefr,reply
l_as_de_trefle,nvidiageforcefr,reply
simongrannas,callofdutyuk,reply
guiziernh,callofdutyfr,reply
nadhron,callofdutyuk,reply
samidumlu1,scuffrance,reply
callum03lawson,callofdutyuk,reply
michaelcooks11,callofdutyuk,reply
chonkeydonkey69,threeuk,reply
torukoyo,callofdutyuk,reply
justshotz,callofdutyuk,reply
0dumbledor,callofdutyde,reply
duhduhron,callofdutyuk,reply
maficake,nvidiageforceuk,reply
nottblod,playstationde,reply
roe3571,threeuk,reply
mrl09450,callofdutyuk,reply
willglevick,threeuk,reply
darrin_j3,kontrolfreek,reply
home_run14,callofdutyuk,reply
themakeitrayner,callofdutyuk,reply
axouz69,nvidiageforcefr,reply
guyready,tidgey123,reply
_matthix_,nvidiageforcefr,reply
king20136142122,nvidiageforcefr,reply
aidencreations,nvidiageforcefr,reply
kingdomgamer35,kontrolfreek,reply
george_phoxx,threeuk,reply
fautratmathys,scuffrance,reply
chaosnazqo,nvidiageforcefr,reply
deathtrap35,kontrolfreek,reply
mxh_i,nvidiageforcefr,reply
av_xz,papajohnsuk,reply
a2ldh91,callofdutyfr,reply
keanureeviere,astrogamingfr,reply
dylanmbrown25,callofdutyuk,reply
batterypow3r,callofdutyuk,reply
simon28922048,callofdutyuk,reply
jl_mxhdii,callofdutyfr,reply
ousta59,callofdutyfr,reply
lavapandaa,scuffrance,reply
guidomamba,callofdutyuk,reply
nosctrlp,callofdutyuk,reply
king20136142122,nvidiageforcefr,reply
ehumpz,callofdutyuk,reply
chrisfoutz,nvidiageforceuk,reply
neaskyy,callofdutyfr,reply
ben_walters6,callofdutyuk,reply
d_tanner_h,steviewondur,reply
far11aan,callofdutyuk,reply
radar_wilton,callofdutyuk,reply
kuzanconcept,nvidiageforcefr,reply
buttonacts,nvidiageforceuk,reply
vammo,callofdutyuk,reply
sniperdetchoin,nvidiageforcefr,reply
all_b07,callofdutyfr,reply
mamsie97,nvidiageforcede,reply
stheticsbrah,nvidiageforceuk,reply
rodrigoadvanced,kontrolfreekes,reply
fbouguereau,nvidiageforcefr,reply
ad_mcbain,willglevick,reply
physykal10,callofdutyes,reply
geyser_funny,callofdutyuk,reply
andrew_kurian,threeuk,reply
davidivot20,mrxsoki,reply
dreamzcp24,kontrolfreek,reply
aroonipedro,kontrolfreekes,reply
leup,nvidiageforcefr,reply
trudeestweets,astrogaminguk,reply
shinichi_kudo66,boohooman,reply
0dumbledor,astrogamingde,reply
jphaze_,kontrolfreek,reply
hayleyrob01,boohooman,reply
themodeloman,callofdutyuk,reply
trohle,callofdutyuk,reply
htx_aristide,callofdutyuk,reply
owmynuts_,callofdutyuk,reply
nick_comi,nvidiageforcede,reply
andrewbishup,callofdutyuk,reply
marcm0de,callofdutyuk,reply
ages_cinos2012,playstationde,reply
jonsora,kontrolfreekde,reply
swuuubbble,nvidiageforcefr,reply
sweetdougy,nvidiageforcefr,reply
queerzahir,callofdutyuk,reply
olmedougo,nvidiageforcefr,reply
marco4team,nvidiageforcefr,reply
orangeg17,callofdutyuk,reply
ffxrrell,callofdutyuk,reply
ryaan_am,callofdutyuk,reply
dorrian992,callofdutyuk,reply
joshywoosh,astrogaminguk,reply
planetjonn,callofdutyuk,reply
geyser_funny,astrogaminguk,reply
bombagorn,callofdutyfr,reply
realziescuts,astrogaming,reply
adamwoo17787101,callofdutyuk,reply
skoopants,callofdutyuk,reply
igglesonly,astrogaming,reply
bradsterbb,callofdutyuk,reply
naiz951,astrogamingfr,reply
iideck_,kontrolfreek,reply
itzcometzz,kontrolfreek,reply
dy0b1,callofdutyuk,reply
t9nmc__,threeuk,reply
dandalftg,callofdutyuk,reply
falling_marv,nvidiageforcefr,reply
alihadi43354141,callofdutyuk,reply
wazoom76,scuffrance,reply
tfgnavi,callofdutyuk,reply
amrabat78,ik_officiel,reply
lynxx_lp,nvidiageforcefr,reply
vswy123,boohooman,reply
zachsthots,callofdutyuk,reply
smiley_dmb,callofdutyuk,reply
countluckula,boohooman,reply
rickster5280,kontrolfreek,reply
leosfire1815,nvidiageforcefr,reply
urucod83,kontrolfreekes,reply
davidivot20,mrxsoki,reply
sllpspace,astrogaming,reply
coco_brgn,nvidiageforcefr,reply
starr8211,boohooman,reply
rrelodicz,callofdutyde,reply
greekfan2004,nvidiageforceuk,reply
queerzahir,boohooman,reply
necorvus,nvidiageforceuk,reply
olivergranado,callofdutyes,reply
emmyd30,threeuk,reply
pichetalexis,julestilquin,reply
justventinbro,callofdutyuk,reply
joshywoosh,nvidiageforceuk,reply
jb__tv,nvidiageforcefr,reply
lukexlvii,kontrolfreek,reply
milfhunter2121,mark_bryant17,reply
kingcane26,el_guapo_negro,reply
onlyintheway,callofdutyuk,reply
willzinator,drbc007,reply
alzgncr,callofdutyuk,reply
galanti_anthony,callofdutyuk,reply
m_pooley,callofdutyuk,reply
jonathan_hank,kontrolfreek,reply
joshankhakh,threeuk,reply
alihadi43354141,kontrolfreek,reply
florian_eke_flo,scuffrance,reply
weeaboosurugi,nvidiageforceuk,reply
emanprez,callofdutyuk,reply
kaisylay03,nvidiageforcefr,reply
steventehman,astrogaming,reply
master_wolf_fr,nvidiageforcefr,reply
gokuuusama,scuffrance,reply
yokethejoker,callofdutyuk,reply
meandmee_,nvidiageforcefr,reply
naiz951,astrogaminguk,reply
xyzgreenandred,callofdutyde,reply
kirkangeles,callofdutyuk,reply
xcrizikz,nvidiageforcefr,reply
rraayyffuuzz,scuffrance,reply
kaisylay03,callofdutyfr,reply
leeanderson1996,callofdutyuk,reply
lass04327188,callofdutyfr,reply
maxpina11,callofdutyuk,reply
dantheman0020,oliver89997104,reply
mattysmith69,callofdutyuk,reply
marvextv,scuffrance,reply
petitcanards,scuffrance,reply
bryant_hamish,nvidiageforcefr,reply
maxencelievin,callofdutyfr,reply
starr8211,kontrolfreek,reply
_calvincosta_,callofdutyuk,reply
lmaawin,callofdutyfr,reply
meandmee_,callofdutyfr,reply
fuxxo,callofdutyuk,reply
tdennin08,callofdutyuk,reply
timaal15,nvidiageforcefr,reply
giovanni9886,astrogaming,reply
joanroucoux,scuffrance,reply
akaphant0m,callofdutyuk,reply
nikogrimes,callofdutyuk,reply
jlryaze,scuffrance,reply
sgtshaggy,callofdutyuk,reply
fer24nandoo,callofdutyes,reply
megamitts1,callofdutyuk,reply
amsoincroyable,callofdutyfr,reply
gavinrakowski,callofdutyuk,reply
slurpee_1120,callofdutyuk,reply
ark0setw,nvidiageforcefr,reply
freezzlx,xrfuzion,reply
mattmorris712,callofdutyuk,reply
snd_ninja,nvidiageforceuk,reply
zayroks69,nvidiageforcefr,reply
cyranno7,scuffrance,reply
jlryaze,callofdutyfr,reply
mathiss_,callofdutyfr,reply
notkosmick,kontrolfreekes,reply
fusephoenixcod,callofdutyde,reply
tobyhutchinso12,threeuk,reply
r3alrosse,threeuk,reply
dodgerdoomzday,callofdutyuk,reply
jlryaze,astrogamingfr,reply
gary8700,callofdutyuk,reply
powergalaxyy,callofdutyfr,reply
spngzxo,callofdutyde,reply
silveycorp,callofdutyuk,reply
localhennyraj,callofdutyuk,reply
angeltorrecill1,callofdutyes,reply
neezax,scuffrance,reply
crb6_,callofdutyfr,reply
yewanii,threeuk,reply
kkknevei,callofdutyuk,reply
holden_tudiks,ikeekia,reply
elevennbtw,nvidiageforcefr,reply
rebeu4wife,nvidiageforcefr,reply
scout6679,callofdutyfr,reply
cnixoo,callofdutyde,reply
adrir_94,mrxsoki,reply
jlsuigetsu,callofdutyfr,reply
smooveeoperator,callofdutyuk,reply
b2007harry,behzinga,reply
ybenrezga,scuffrance,reply
timaal15,scuffrance,reply
twinklestar192,boohooman,reply
68tarba,scuffrance,reply
anes_ama,nvidiageforcefr,reply
silvan10025806,nvidiageforcede,reply
gameoveruk,s73pjy1971,reply
clairekeeble5,astrogaminguk,reply
thedocm911,kontrolfreekes,reply
sleepsh0t,weeaboosurugi,reply
jlsuigetsu,astrogamingfr,reply
_taclealagorge_,callofdutyfr,reply
darthchillash,callofdutyuk,reply
frostielucifer,nvidiageforceuk,reply
jlsuigetsu,scuffrance,reply
sylazlive,callofdutyuk,reply
psvitaforlife,callofdutyfr,reply
davidd_gonzalez,callofdutyuk,reply
deadshotshadow,threeuk,reply
coolskil04,scuffrance,reply
adcb30112986,kontrolfreekes,reply
namesissac,callofdutyuk,reply
milancusson,callofdutyfr,reply
timaal15,callofdutyfr,reply
gemnose,callofdutyuk,reply
fusephoenix,astrogaming,reply
gxdjohnson,callofdutyuk,reply
unknown_tw_,callofdutyfr,reply
flaviendescham3,nvidiageforcefr,reply
trifxcta,callofdutyuk,reply
dawnieea,callofdutyuk,reply
caroleducoroy,scuffrance,reply
flaming_hearts,callofdutyuk,reply
kishanthan1995,nvidiageforcefr,reply
assumedguitar37,callofdutyuk,reply
zayroks69,callofdutyfr,reply
average_joe90,callofdutyuk,reply
starr8211,astrogaming,reply
j0nathanhampt0n,kontrolfreek,reply
crg_soap,nvidiageforceuk,reply
kokacube,nvidiageforcede,reply
yochucho_,kontrolfreek,reply
strange_ow,nvidiageforcefr,reply
bambaby64,kontrolfreek,reply
kireteiru,astrogaming,reply
trippleqt,kontrolfreek,reply
cjstyles97,callofdutyuk,reply
raph9515,mrxsoki,reply
itzsox14,callofdutyuk,reply
trifunkgg,kontrolfreek,reply
francisc546,nvidiageforceuk,reply
thesaltyvet_,astrogaming,reply
fusephoenix,callofdutyde,reply
celestino_m,callofdutyuk,reply
4dnan_,callofdutyfr,reply
garruchaisgamer,nvidiageforcees,reply
drpsykoz_,nvidiageforcefr,reply
krisgrafer,callofdutyuk,reply
tommylarks,callofdutyuk,reply
celestino_m,callofdutyuk,reply
wazizicestoim,callofdutyfr,reply
camron_crowe,callofdutyuk,reply
synyster_mike,callofdutyuk,reply
onekyleaway,callofdutyuk,reply
the_shadowmazo,nvidiageforcefr,reply
tomlemoche,callofdutyfr,reply
bachur_sam,callofdutyfr,reply
thecahou,nvidiageforcefr,reply
betsyadala,callofdutyfr,reply
superbebeson,nvidiageforcefr,reply
5ergi5egura,kontrolfreekes,reply
jay3791,kontrolfreek,reply
nissim11200814,scuffrance,reply
flyxrz,scuffrance,reply
politedomtop,callofdutyuk,reply
wwearnaudfr,callofdutyfr,reply
jamiejeep42,callofdutyuk,reply
ojm79,scottyd501,reply
slowsmy,nvidiageforcefr,reply
niccywitdasauce,threeuk,reply
bat_mrn,nvidiageforcefr,reply
guiguicouppeyyy,callofdutyfr,reply
dandalftg,astrogaming,reply
flaming_hearts,threeuk,reply
aarrebergsondre,callofdutyuk,reply
irlmak,astrogaming,reply
itsiremiix,kontrolfreek,reply
cammycharnley,callofdutyuk,reply
dannybowser41,callofdutyuk,reply
jlhidan,nvidiageforcefr,reply
gengarsguardian,callofdutyuk,reply
9557jr,callofdutyfr,reply
liightskinlogan,astrogaming,reply
micolas107,callofdutyuk,reply
tomlemoche,nvidiageforcefr,reply
countluckula,threeuk,reply
indyscot20,callofdutyuk,reply
lcnt_24,callofdutyfr,reply
noxode,nvidiageforcefr,reply
jlhidan,astrogamingfr,reply
danielasandom,callofdutyuk,reply
jlhidan,callofdutyfr,reply
ramnarine_rohan,callofdutyuk,reply
yreto4,nvidiageforceuk,reply
numaan_ace,callofdutyuk,reply
jlhidan,scuffrance,reply
lew03,callofdutyuk,reply
tylerjacobross,callofdutyuk,reply
couiccouic222,nvidiageforcefr,reply
nono_hbb,scuffrance,reply
imkuxy,nvidiageforcefr,reply
jphaze_,nvidiageforceuk,reply
codeslurpfn,callofdutyuk,reply
vladlltk,callofdutyuk,reply
gonzatorrey,mrxsoki,reply
eratic_dsperado,callofdutyuk,reply
notnv6,nvidiageforceuk,reply
countluckula,papajohnsuk,reply
paulalovesmaps,callofdutyuk,reply
hasani___,nvidiageforceuk,reply
559confidential,callofdutyuk,reply
mastah85,nvidiageforcefr,reply
joroshopa99,callofdutyuk,reply
soulmastermla,onlywarriior,reply
txcmobby,callofdutyuk,reply
xaviermarellano,callofdutyuk,reply
payou63,nvidiageforcefr,reply
shromez,callofdutyuk,reply
keatzyt,callofdutyuk,reply
staff9583,callofdutyfr,reply
hsoyez,nvidiageforcefr,reply
astroddicted,nvidiageforcefr,reply
countluckula,nvidiageforceuk,reply
bradcart04,callofdutyuk,reply
ethanba29069680,kontrolfreek,reply
mcflori_,mrp4ul0w,reply
fvckdungeon,callofdutyuk,reply
drey97_,callofdutyuk,reply
ftlotg_88,callofdutyuk,reply
jlee2058,kontrolfreek,reply
brian312_,astrogaminguk,reply
madman59760,callofdutyfr,reply
jd_darkshadow,nvidiageforceuk,reply
nono_hbb,callofdutyfr,reply
countluckula,astrogaminguk,reply
gunniu,astrogaming,reply
_sanjurn,callofdutyuk,reply
triscon461,callofdutyde,reply
joanroucoux,callofdutyfr,reply
panks92916891,callofdutyuk,reply
countluckula,callofdutyuk,reply
dangoespro,callofdutyuk,reply
hsoyez,callofdutyfr,reply
damnltkevin,_tomatosvg_,reply
squirtaucus,callofdutyfr,reply
wkayzy,nvidiageforcefr,reply
f1daddy,callofdutyuk,reply
fall0ut115,callofdutyfr,reply
captainwazzer,callofdutyuk,reply
freak_powa,nvidiageforcefr,reply
itsedvo,callofdutyuk,reply
jameswontonsoup,fakeasspharrell,reply
pablo80561119,nvidiageforcees,reply
textibs,callofdutyfr,reply
shadow84401668,threeuk,reply
sauciflard5000,nvidiageforcefr,reply
brian312_,callofdutyuk,reply
zurg1400,nvidiageforcefr,reply
bzemmam,callofdutyfr,reply
mumofboys27,callofdutyuk,reply
hsoyez,scuffrance,reply
hoopsbenji,nvidiageforcefr,reply
_tomatosvg_,damnltkevin,reply
gabyrineau,nvidiageforcefr,reply
peawix,nvidiageforcefr,reply
anthonymlozano,callofdutyuk,reply
unfairestworm9,callofdutyuk,reply
_subei,kontrolfreek,reply
reapzuk,callofdutyuk,reply
gsprddm,nvidiageforcefr,reply
ls_dimipoom,nvidiageforcefr,reply
ledilil1,nvidiageforcefr,reply
panzetaboy,playstationes,reply
_bbbuzz,callofdutyfr,reply
nebbydawolfy,callofdutyuk,reply
flagv2,callofdutyuk,reply
plouf_ls,nvidiageforcefr,reply
alligators_427,callofdutyfr,reply
jlsuigetsu,nvidiageforcefr,reply
frigobarbas,mrxsoki,reply
legtm8,callofdutyfr,reply
fekaouar,callofdutyfr,reply
technozyx,nvidiageforcefr,reply
sbrooks_5,astrogaming,reply
ledilil1,callofdutyfr,reply
justkordz,nvidiageforceuk,reply
delusi0nai,callofdutyuk,reply
brandonpacillo,callofdutyuk,reply
ewdnsnenjinde,threeuk,reply
clemzouzz,scuffrance,reply
icecoolthe,nvidiageforceuk,reply
_thatshykid_,callofdutyuk,reply
jo___mar,callofdutyuk,reply
jacobtubman,callofdutyuk,reply
ice_walker2020,callofdutyuk,reply
jlryaze,nvidiageforcefr,reply
jakehummin,nvidiageforcefr,reply
konanws,nvidiageforcefr,reply
minesuklaa,astrogaming,reply
moistjonathan,callofdutyuk,reply
dbc_anthony,callofdutyfr,reply
arthior94,callofdutyfr,reply
dragonkiller611,kontrolfreek,reply
miguel__19_,callofdutyes,reply
dande_lion55,callofdutyuk,reply
extinctionn__,callofdutyuk,reply
anthony_monnet,callofdutyfr,reply
imkuxy,scuffrance,reply
clemzouzz,callofdutyfr,reply
chuckiefinesser,callofdutyuk,reply
jarodwould,nvidiageforceuk,reply
enterta1nment_,kontrolfreek,reply
imannythegreat,callofdutyuk,reply
echaderba,callofdutyfr,reply
benjamiin_r,nvidiageforcefr,reply
hey_xkid,callofdutyuk,reply
biitoloo,callofdutyuk,reply
sleepypandadr3w,callofdutyuk,reply
perrinanthony4,nvidiageforcefr,reply
43titimomo,nvidiageforcefr,reply
nwanda_12,scuffrance,reply
willardwy1er,callofdutyuk,reply
riiqzog,scuffrance,reply
ejaytavarez,astrogaming,reply
yassine__bch,callofdutyfr,reply
420keeb,callofdutyuk,reply
itssjustjohnny,callofdutyuk,reply
archilla_1997,mrxsoki,reply
andrytahina2991,nvidiageforcefr,reply
drksylar,nvidiageforceuk,reply
poissondeviant,nvidiageforcefr,reply
tv_rek,nvidiageforcefr,reply
haydncook8,callofdutyuk,reply
kasht98x,callofdutyuk,reply
neootrix,callofdutyde,reply
neildance,callofdutyuk,reply
frigobarbas,callofdutyes,reply
dallydante,astrogaming,reply
bigboypaula,callofdutyuk,reply
hannibalgaming,callofdutyfr,reply
intenszity,eyevens,reply
alionhunt,callofdutyuk,reply
skyz_shootheryt,scuffrance,reply
antizaaa,scuffrance,reply
